recipient_city,year,agreement_value
Salvage,2018,5972
Salvage,2019,7478
Sambaa K'e (Trout Lake),2018,5354
Sambro Head,2018,13200
Sambro Head,2019,4643
Sampsonville,2019,7222
Samsonville,2018,8590
San Jose,2012,1200000
San José,2011,623700
San José,2016,200000
"San José, Costa Rica",2018,200000
"San Pedro, Costa Rica",2018,200000
Sand Beach,2018,7235
Sand Beach,2019,7222
Sand Point First Nation,2019,22750
Sandpoint FN,2018,11391
Sandy Bay,2018,6095
Sandy Bay,2019,7180
Sandy Cove,2018,3300
Sandy Cove,2019,16207
Sandy Lake,2018,37969
Sandy Lake,2019,31830
"Sandy Lake, Ontario",2017,30919
Sanford,2018,3101
Sanford,2019,3686
Sangudo,2018,6528
Sangudo,2019,8400
Sarnia,2006,965782
Sarnia,2007,428776
Sarnia,2008,1687101
Sarnia,2009,1500946
Sarnia,2010,2174411
Sarnia,2011,1144698
Sarnia,2012,1264114
Sarnia,2013,713042
Sarnia,2014,192785
Sarnia,2015,485817
Sarnia,2016,518057
Sarnia,2018,1324160
Sarnia,2019,360881
"Sarnia, Ontario",2017,916407
"Sarnia, Ontario",2018,50000
Saskat,2008,450000
Saskatchewan,2009,450000
Saskatoon,2006,19448903
Saskatoon,2007,8007140
Saskatoon,2008,9202525
Saskatoon,2009,10168041
Saskatoon,2010,153930845
Saskatoon,2011,6526466
Saskatoon,2012,8306518
Saskatoon,2013,2484261
Saskatoon,2014,17640572
Saskatoon,2015,921654
Saskatoon,2016,1614780
Saskatoon,2017,46253
Saskatoon,2018,4404969
Saskatoon,2019,25351102
"Saskatoon, Saskatchewan",2017,9527208
"Saskatoon, Saskatchewan",2018,486395
Sauble Beach,2018,33668
Saulnierville,2018,4756
Saulnierville,2019,42353
Sault Ste Marie,2011,33547
Sault Ste Marie,2016,309168
Sault Ste Marie,2018,794176
"Sault Ste Marie, Ontario",2017,273767
Sault Ste. Marie,2006,841461
Sault Ste. Marie,2007,254302
Sault Ste. Marie,2008,1053839
Sault Ste. Marie,2009,622183
Sault Ste. Marie,2010,1447494
Sault Ste. Marie,2011,899653
Sault Ste. Marie,2012,695860
Sault Ste. Marie,2013,869668
Sault Ste. Marie,2014,1736968
Sault Ste. Marie,2015,1226020
Sault Ste. Marie,2016,1218681
Sault Ste. Marie,2018,691966
Sault Ste. Marie,2019,3066469
"Sault Ste. Marie, Ontario",2016,516210
"Sault Ste. Marie, Ontario",2017,1964018
"Sault Ste. Marie, Ontario",2018,83525
Sault Ste.Marie,2012,46393
Sault Ste.Marie,2019,0
Saumarez,2018,1577
Saumarez,2019,1610
Savage Cove,2018,1005
Savage Cove,2019,4423
Savona,2011,75000
Savona,2019,1941
Savoy Landing,2018,1537
Savoy Landing,2019,1570
Sawyerville,2018,2471
Sawyerville,2019,6830
Sayabec,2018,21101
Sayabec,2019,84953
Sayward,2018,3036
Sayward,2019,13233
Scandia,2018,11128
Scandia,2019,14333
Scanterbury,2019,11908
Scarborough,2006,373613
Scarborough,2007,850371
Scarborough,2008,714639
Scarborough,2009,1114091
Scarborough,2010,2695890
Scarborough,2011,1006717
Scarborough,2012,1839900
Scarborough,2013,1907634
Scarborough,2014,3487340
Scarborough,2015,941701
Scarborough,2016,1864106
Scarborough,2018,2696683
Scarborough,2019,1115634
"Scarborough, Ontario",2017,2348934
"Scarorough, Ontario",2017,40580
Sceptre,2018,3047
Sceptre,2019,3591
Schanzenfeld,2018,1340
Schanzenfeld,2019,25092
"Schefferville, Quebec|Schefferville, Québec",2017,93943
Schomberg,2013,58325
Schomberg,2014,50000
Schomberg,2018,12320
Schomberg,2019,24998
Schreiber,2018,14700
Schumacher,2016,46280
Schumacher,2018,39213
"Schumacher, Ontario",2017,27830
Scotch Creek,2018,9948
Scotch Creek,2019,3781
Scotch Settlement,2018,1802
Scotch Settlement,2019,1840
Scotch Village,2019,1388
Scotch settlement,2018,1577
Scotchfort,2019,3501
Scotland,2018,8400
"Scotland, Ontario",2017,50000
Scotsburn,2018,1540
Scotsburn,2019,10354
Scotstown,2018,4941
Scotstown,2019,10372
Scott,2018,8253
Scott,2019,10771
Scoudouc,2018,8896
Scoudouc,2019,7912
Seaforth,2010,38605
Seaforth,2011,31619
Seaforth,2012,35316
Seaforth,2013,94347
Seaforth,2014,259021
Seaforth,2015,235324
Seaforth,2016,244715
Seaforth,2018,56285
Seaforth,2019,69468
"Seaforth, Ontario",2017,925027
Seal Cove,2018,2735
"Seal Cove, Fortune Bay",2019,1368
Searchmont,2018,10080
Seba Beach,2006,30616
Seba Beach,2007,48690
Seba Beach,2008,29188
Seba Beach,2009,47040
Seba Beach,2010,55540
Seba Beach,2011,55507
Seba Beach,2012,50851
Seba Beach,2013,61577
Seba Beach,2014,62764
Seba Beach,2015,64342
Seba Beach,2016,45950
Seba Beach,2018,40803
Seba Beach,2019,52551
Sechelt,2006,355732
Sechelt,2007,190731
Sechelt,2008,349870
Sechelt,2010,102905
Sechelt,2011,91993
Sechelt,2012,49125
Sechelt,2013,38118
Sechelt,2015,164558
Sechelt,2018,114641
Sechelt,2019,3981859
Sedgewick,2014,46000
Sedgewick,2015,45000
Sedgewick,2018,6974
Sedgewick,2019,8977
Sedley,2018,3617
Seeley's Bay,2018,15163
Seguin,2018,61235
Seldom,2019,3055
Seldom Come By,2018,2985
Selkirk,2006,592426
Selkirk,2007,614885
Selkirk,2008,240591
Selkirk,2009,205730
Selkirk,2010,246270
Selkirk,2011,268820
Selkirk,2012,145658
Selkirk,2013,546058
Selkirk,2015,283804
Selkirk,2016,387927
Selkirk,2018,450228
Selkirk,2019,208000
"Selkirk, Ontario",2017,35603
Selwyn,2016,32035
Selwyn,2018,71703
"Selwyn, Ontario",2017,27056
Semans,2018,3948
Senneterre,2007,163036
Senneterre,2008,196309
Senneterre,2009,209716
Senneterre,2010,93099
Senneterre,2012,63307
Senneterre,2013,72778
Senneterre,2015,91423
Senneterre,2018,114930
Senneterre,2019,354135
"Senneterre, Quebec|Senneterre, Québec",2017,286706
Senneville,2018,5040
Senneville,2019,7000
Sept-Iles,2006,154969
Sept-Iles,2007,164896
Sept-Iles,2008,87209
Sept-Iles,2010,28736
Sept-Iles,2011,36211
Sept-Iles,2018,8234
Sept-Îles,2006,121372
Sept-Îles,2010,893069
Sept-Îles,2011,2087841
Sept-Îles,2012,317097
Sept-Îles,2013,98947
Sept-Îles,2014,57197
Sept-Îles,2015,407875
Sept-Îles,2018,122980
Sept-Îles,2019,852522
Sept-îles,2019,25000
Seven Sisters Falls,2018,2210
Seven Sisters Falls,2019,4374
Severn Bridge,2015,26000
Severn Bridge,2018,41767
Sexsmith,2018,3264
Sexsmith,2019,14678
Shag Harbour,2018,3436
Shag Harbour,2019,1619
Shalalth,2008,26699
Shalloway Cove,2019,3119
Shamrock,2018,7892
Shamrock,2019,7964
Shangai,2014,100000
Shaniah,2018,1680
Shannon,2018,10627
Shannon,2019,10860
Shannonville,2008,1492686
Shannonville,2010,27061417
Shannonville,2011,2490714
Shannonville,2014,4704190
Shannonville,2018,21980
Shannonville,2019,85717218
Shanty Bay,2011,73623
Sharbot Lake,2015,50000
Sharbot Lake,2018,23957
Sharon,2016,36032
Sharon,2018,32345
Shaunavon,2018,11876
Shaunavon,2019,21611
Shawille,2018,3294
Shawinigan,2006,248360
Shawinigan,2007,95018
Shawinigan,2008,223986
Shawinigan,2009,452689
Shawinigan,2010,215757
Shawinigan,2011,363854
Shawinigan,2012,239685
Shawinigan,2013,250173
Shawinigan,2014,303741
Shawinigan,2015,326807
Shawinigan,2016,884230
Shawinigan,2018,336149
Shawinigan,2019,1780012
Shawinigan Lake,2019,42514
"Shawinigan, Quebec|Shawinigan, Québec",2017,126929
Shawnigan Lake,2008,28382
Shawnigan Lake,2010,150065
Shawnigan Lake,2013,27720
Shawnigan Lake,2015,37400
Shawnigan Lake,2018,49419
Shawnigan Lake,2019,59234
Shawville,2018,36585
Shawville,2019,109918
Sheaves Cove,2019,6110
Shediac,2006,52400
Shediac,2013,99822
Shediac,2018,26205
Shediac,2019,166756
"Shediac, New Brunswick|Shediac, Nouveau-Brunswick",2017,413587
Sheenboro,2018,2700
Sheenboro,2019,13000
Sheet Harbour,2018,42466
Sheet Harbour,2019,43368
Shefford,2018,5220
Shefford,2019,15672
Sheguiandah,2018,4620
Sheguiandah,2019,7985
Shelburene,2008,43575
Shelburne,2018,86591
Shelburne,2019,88836
Shelburne County,2018,3436
"Shelburne, Nova Scotia|Shelburne, Nouvelle-Écosse",2017,25834
Shell Lake,2018,1316
Shellbrook,2018,9207
Shellbrook,2019,10176
Shemogue,2008,48955
Shemogue,2018,3600
Shemogue,2019,3680
Shepody,2018,1352
Shepody,2019,1035
Sheppardville,2019,1368
Sherbrooke,2006,495477
Sherbrooke,2007,1556733
Sherbrooke,2008,1722276
Sherbrooke,2009,752678
Sherbrooke,2010,2061784
Sherbrooke,2011,948957
Sherbrooke,2012,1655584
Sherbrooke,2013,2524851
Sherbrooke,2014,842135
Sherbrooke,2015,6079477
Sherbrooke,2016,991435
Sherbrooke,2018,1323699
Sherbrooke,2019,8579245
"Sherbrooke, Quebec|Sherbrooke, Québec",2017,1473113
"Sherbrooke, Quebec|Sherbrooke, Québec",2018,1558039
Sherkston,2016,31529
Sherkston,2018,6720
Sherridon,2018,1340
Sherrington,2018,3960
Sherrington,2019,17200
Sherwood,2018,5261
Sherwood PArk,2019,4200
Sherwood Park,2006,45688
Sherwood Park,2007,183463
Sherwood Park,2008,82980
Sherwood Park,2009,157795
Sherwood Park,2010,1308987
Sherwood Park,2011,157557
Sherwood Park,2012,164461
Sherwood Park,2013,654898
Sherwood Park,2014,2602781
Sherwood Park,2015,174208
Sherwood Park,2016,213326
Sherwood Park,2018,374796
Sherwood Park,2019,906473
"Sherwood Park, Alberta",2017,185053
Sherwood park,2018,1632
Sheshatshiu,2010,2085673
Sheshatshiu,2011,66307
Sheshatshiu,2019,5158856
Sheshegwaning,2018,8543
Shigawake,2018,4941
Shigawake,2019,17012
Shilo,2018,4265
Shilo,2019,28686
Ship Harbour,2019,10277
Shippagan,2006,46692
Shippagan,2007,30000
Shippagan,2008,28900
Shippagan,2010,200000
Shippagan,2012,99043
Shippagan,2016,321407
Shippagan,2018,79308
Shippagan,2019,85862
"Shippagan, New Brunswick|Shippagan, Nouveau-Brunswick",2016,202740
Shipshaw,2018,12900
Shipshaw,2019,20486
Shoal Cove East,2010,25726
Shoal Harbour,2007,26700
Shoal Lake,2018,4106
Shoal Lake,2019,5872
Shoe Cove,2018,6821
Shubenacadie,2010,19436622
Shubenacadie,2018,17822
Shubenacadie,2019,8610
Shubenacadie | Shubénacadie,2018,3682
Shuniah,2018,1680
Shédiac,2008,99558
Shédiac,2018,84224
Sicamous,2018,25818
Sicamous,2019,81512
Sidney,2006,143759
Sidney,2007,264106
Sidney,2008,161760
Sidney,2010,380554
Sidney,2011,946267
Sidney,2014,479215
Sidney,2015,50000
Sidney,2016,2062587
Sidney,2018,94304
Sidney,2019,114903
Siksika,2006,451963
Siksika,2018,27002
Siksika,2019,446541
Sillikers,2018,4280
Sillikers,2019,10534
Silverton,2018,1520
Silverton,2019,3549
Simcoe,2008,89580
Simcoe,2012,100000
Simcoe,2014,79932
Simcoe,2015,50000
Simcoe,2018,203958
Simcoe,2019,84045
"Simcoe, Ontario",2018,50000
Simoom Sound,2018,14881
Simoom Sound,2019,13233
Simpson,2019,1549
Sintaluta,2019,7886
Sioux Lookout,2008,489796
Sioux Lookout,2009,3699591
Sioux Lookout,2010,16598658
Sioux Lookout,2011,160241
Sioux Lookout,2012,218194
Sioux Lookout,2013,113426
Sioux Lookout,2015,47339
Sioux Lookout,2018,59810
Sioux Lookout,2019,41180216
"Sioux Lookout, Ontario",2017,2052979
"Sioux Lookout, Ontario",2018,5730241
Sioux Narrows,2018,10080
Sioux Narrows,2019,25000
Six Roads,2018,1577
Six Roads,2019,1610
Skead,2019,9835
Skidegate,2015,38600
Skidegate,2018,7764
Skidegate,2019,36344
Skiff,2009,95151
Skiff,2010,84162
Skir Dhu,2019,16640
Slate River,2018,3360
Slave Lake,2010,5760000
Slave Lake,2013,47426
Slave Lake,2015,50000
Slave Lake,2018,16765
Slave Lake,2019,36488
"Slave Lake, Alberta",2017,26000
"Slave Lake, Alberta",2018,39552
Slemon Park,2019,5547
Slocan,2018,8420
Slocan,2019,9503
Smeaton,2018,10277
Smeaton,2019,2323
Smith,2019,20027
Smith Falls,2015,50000
Smith's Cove,2018,4442
Smith's Harbour,2019,5348
Smithers,2006,34903
Smithers,2010,88305
Smithers,2011,106887
Smithers,2012,61666
Smithers,2018,94345
Smithers,2019,176250
"Smithers, British Columbia|Smithers, Colombie-Britannique",2017,50000
"Smithers, British Columbia|Smithers, Colombie-Britannique",2018,50000
Smithfield,2018,8605
Smiths Cove,2019,7168
Smiths Creek,2018,2929
Smiths Creek,2019,2990
Smiths Falls,2013,26113
Smiths Falls,2018,62723
Smiths Falls,2019,49500
"Smiths Falls, Ontario",2017,33816
Smithville,2009,50000
Smithville,2018,12197
Smithville,2019,25000
Smoky Lake,2018,16320
Smoky Lake,2019,34902
Smooth Rock Falls,2011,73830
Smooth Rock Falls,2015,47830
Smooth Rock Falls,2018,17674
Snider Mountain,2018,14936
Snider Mountain,2019,11687
Snow Lake,2018,17829
Snow Lake,2019,50760
Sointula,2018,13800
Sointula,2019,28620
Sombra,2018,9274
Somerset,2018,8882
Somerset,2019,1591
Somerville,2018,3012
Somerville,2019,14750
Sonora,2019,24990
Sooke,2009,31556
Sooke,2018,62789
Sooke,2019,127823
Sorel -Tracy,2009,98145
Sorel-Tracy,2006,383544
Sorel-Tracy,2007,330764
Sorel-Tracy,2008,593658
Sorel-Tracy,2010,637380
Sorel-Tracy,2011,167689
Sorel-Tracy,2012,276202
Sorel-Tracy,2013,96323
Sorel-Tracy,2014,82972
Sorel-Tracy,2015,1021167
Sorel-Tracy,2016,157505
Sorel-Tracy,2018,166138
Sorel-Tracy,2019,1245210
"Sorel-Tracy, Quebec|Sorel-Tracy, Québec",2017,158420
Sorrento,2018,22222
Sorrento,2019,35288
Souris,2006,120633
Souris,2008,96878
Souris,2009,113257
Souris,2010,99087
Souris,2011,200020
Souris,2013,99811
Souris,2014,99533
Souris,2015,104923
Souris,2016,100107
Souris,2018,78983
Souris,2019,94566
South Bar,2018,3436
South Bar,2019,3611
South Berwick,2019,16436
South Branch,2018,2830
South Brook,2018,15935
South Brook,2019,17152
South Bruce Peninsula,2018,6720
South Dildo,2019,6237
South East Bight,2018,5224
South Esk,2009,57146
South Esk,2018,17641
South Esk,2019,18046
South Granville,2018,1388
South Harbour,2018,7920
South Harbour,2019,3353
South Hazelton,2007,103250
South Hazelton,2008,80663
South Junction,2019,21781
South Ohio,2010,50000
South Porcupine,2018,1680
South River,2018,14620
South River,2019,18012
South Slocan,2018,14499
South Slocan,2019,20995
South SlopeRPO,2019,15124
South Tetagouche,2018,8353
South Tetagouche,2019,1380
South Winsloe,2018,1388
Southampton,2012,31204
Southampton,2018,21471
"Southampton, Ontario",2017,30000
Southern Harbour,2018,7234
Southern Harbour,2019,8084
Southey,2015,31200
Southey,2018,1316
Southey,2019,26328
Southport,2018,30803
Southside Bouarderie,2019,3468
Southside Boularderie,2018,3682
Southside Boularderie,2019,3870
Southwold,2018,36305
Southwold,2019,8928887
Spalding,2018,1316
Spaniard's Bay,2018,27046
Spaniard's Bay,2019,29467
Spanish,2018,3360
Sparta,2018,12818
Sparwood,2018,17942
Sparwood,2019,35779
Spencer's Island,2018,3436
Spencer's Island,2019,3234
Spencerville,2015,50000
Spencerville,2018,3797
Spences Bridge,2019,8822
Spirit River,2018,14280
Spirit River,2019,18375
Spiritwood,2008,35000
Spiritwood,2018,28323
Spiritwood,2019,27559
Sprague,2018,1786
Spring Bay,2018,5040
Spring Lake,2018,3264
Springbrook,2018,6528
Springbrook,2019,9555
Springdale,2006,39345
Springdale,2008,33179
Springdale,2011,36029
Springdale,2018,63084
Springdale,2019,61717
Springfield,2018,16632
Springfield,2019,2187
Springhill,2015,45500
Springhill,2018,21801
Springhill,2019,33980
Springside,2019,24589
Springville,2018,3436
Springville,2019,25000
Springwater,2018,16800
Springwater,2019,30240
Spruce Grove,2009,70996
Spruce Grove,2010,29341
Spruce Grove,2014,25160
Spruce Grove,2018,275480
Spruce Grove,2019,369867
"Spruce Grove, Alberta",2017,46848
Spruce View,2018,25815
Spruce View,2019,23890
Spy Hill,2018,1316
Squamish,2007,60171
Squamish,2009,39247
Squamish,2018,96877
Squamish,2019,168934
Squatec,2018,12197
Squatec,2019,33742
St Albans,2006,49490
St Albert,2007,366292
St Albert,2008,900994
St Albert,2019,32504
St Catharines,2007,44962
St Catharines,2008,50000
St Catharines,2009,38596
St Claude,2019,7372
St Eugene,2011,35200
St George,2010,100000
St George Brant,2018,5040
St Isidore,2019,20474
St Isidore de Bellevue,2019,3590
"St Jacobs, Ontario",2017,49993
St Jean sur Richelieu,2009,25932
St John's,2006,37500
St John's,2009,181715
St John's,2013,61248
St Lambert de Lauzon,2006,481593
St Leon,2019,3686
St Margarets Village,2007,76142
St Marys,2019,23932
St Paul,2006,135008
St Paul,2019,4200
St Peters Bay,2018,1388
St Theresa Point,2019,92149
St Thomas,2016,370627
"St Thomas, Ontario",2018,47375
St- Jean sur Richelieu,2011,30926
St-Albert,2018,3797
St-Alexis-de-Matapédia,2018,8181
St-Ambroise,2011,35000
St-Ambroise,2019,4297
St-Andrews,2007,159500
St-Andrews West,2019,0
St-André-Avellin,2019,0
St-André-de-Restigouche,2018,3294
St-Antoine -sur-Richelieu,2019,0
St-Apollinaire,2019,0
St-Augustin-de-Desmaures,2019,0
St-Basile,2018,2929
St-Bruno de Montarville,2009,26344
St-Bruno-de-Guigues,2018,14616
St-Bruno-de-Montarville,2018,14821
"St-Bruno-de-Montarville, Quebec|St-Bruno-de-Montarville, Québec",2017,41225
St-Catharines,2008,1320966
St-Catherine,2010,45838
St-Cyrille-de-Wendover,2018,9881
St-Césaire,2009,227968
St-Césaire,2010,186143
St-David-de-Falardeau,2012,50000
St-Denis-de-Brompton,2019,93862
St-Dominique-du-Rosaire,2018,1440
St-Edmond,2009,30240
St-Eugène de Guigues,2012,36471
St-Eugène-de-Guigues,2018,2882
St-Eustache,2009,76867
St-Eustache,2010,127425
St-Eustache,2011,32760
St-Eustache,2012,877378
St-Eustache,2014,292085
St-Eustache,2018,4117
St-Eustache,2019,0
St-François-Xavier de Brompton,2019,0
St-Gabriel-de-Brandon,2011,38640
St-Gabriel-de-Brandon,2012,81485
St-Gabriel-de-Brandon,2014,40645
"St-Gabriel-de-Brandon, Quebec|St-Gabriel-de-Brandon, Québec",2018,38155
St-Gabriel-de-Valcartier,2011,287632
St-Gabriel-de-Valcartier,2019,74856
St-Gabriel-de-la-Valcartier,2009,92315
St-Gabriel-de-la-Valcartier,2010,90571
"St-Gabriel-de-la-Valcartier, Quebec|St-Gabriel-de-la-Valcartier, Québec",2017,109613
St-Georges,2009,98868
St-Georges,2011,32262
St-Georges,2012,64524
St-Georges,2019,0
St-Gervais,2008,97810
St-Gervais,2009,98283
St-Gervais,2010,359836
St-Gervais,2012,158380
St-Gervais,2014,28419
St-Hilaire,2018,1577
St-Hilaire,2019,2750
St-Hippolyte,2007,27232
St-Hubert,2010,35193
St-Hubert,2011,122024
St-Hubert,2012,209173
St-Hubert,2014,127398
St-Hubert,2018,56050
St-Hubert,2019,0
St-Hyacinthe,2010,219913
St-Hyacinthe,2011,59427
St-Hyacinthe,2012,154196
St-Hyacinthe,2014,56738
St-Hyacinthe,2019,16000
"St-Hyacinthe, Quebec|St-Hyacinthe, Québec",2016,52123
St-Isidore,2018,12984
St-Isidore,2019,10304
St-Jacques-le-Mineur,2019,0
St-Janvier,2009,64121
St-Janvier,2011,269238
St-Janvier Mirabel,2010,97796
St-Janvier-de-Joly,2019,0
St-Jean,2007,260000
St-Jean sur Richelieu,2010,473497
St-Jean-Baptiste,2015,50000
St-Jean-Chrysostome,2007,80243
St-Jean-Chrysostome,2011,96299
St-Jean-Chrysostome,2012,192600
St-Jean-Chrysostome,2014,96300
St-Jean-de-Dieu,2019,0
St-Jean-de-Matha,2011,49886
St-Jean-de-Matha,2012,117567
St-Jean-sur-Richelieu,2008,90933
St-Jean-sur-Richelieu,2009,566538
St-Jean-sur-Richelieu,2010,1907185
St-Jean-sur-Richelieu,2012,288456
St-Jean-sur-Richelieu,2013,316147
St-Jean-sur-Richelieu,2014,456321
St-Jean-sur-Richelieu,2015,165200
St-Jean-sur-Richelieu,2016,2347506
St-Jean-sur-Richelieu,2019,0
"St-Jean-sur-Richelieu, Quebec|St-Jean-sur-Richelieu, Québec",2017,158678
St-Jerome,2016,90000
St-Joachim-de-shefford,2019,0
St-John,2009,63849
St-John's,2006,519995
St-John's,2009,520000
St-John's,2010,520000
St-John's,2012,520000
St-John's,2016,144972
St-Joseph,2018,5040
St-Joseph-De-Ham-Sud,2012,110600
St-Joseph-de-Beauce,2011,75000
"St-Joseph-de-Beauce, Quebec|St-Joseph-de-Beauce, Québec",2017,3323716
St-Joseph-de-Ham-Sud,2015,129291
"St-Joseph-de-Ham-Sud, Quebec|St-Joseph-de-Ham-Sud, Québec",2017,33805
St-Joseph-de-Lepage,2015,48016
St-Jérome,2019,0
St-Jérôme,2009,398170
St-Jérôme,2010,157759
St-Jérôme,2011,317153
St-Jérôme,2014,28866
St-Jérôme,2019,0
"St-Jérôme, Quebec|St-Jérôme, Québec",2017,105126
"St-Jérôme, Quebec|St-Jérôme, Québec",2018,26864
St-Lambert-de-Lauzon,2019,0
St-Laurent,2010,149218
St-Laurent,2011,95992
St-Laurent,2018,17291
St-Laurent,2019,0
St-Leonard,2019,0
St-Lin-Laurentides,2008,91412
St-Lin-Laurentides,2011,119995
St-Lin-Laurentides,2012,235057
St-Lin-Laurentides,2013,140655
St-Lin-Laurentides,2015,243348
St-Louis-de-Blandford,2019,0
St-Ludger-de-Milot,2019,0
St-Léon-de-Standon,2018,1080
St-Léonard,2008,99828
St-Léonard,2013,83581
St-Léonard,2018,141209
St-Magloire,2019,0
St-Marc de Figuery,2009,43500
St-Martin,2019,0
St-Mathieu-de-Beloeil,2019,0
St-Michel,2019,0
St-Nicolas,2008,32648
St-Nicolas,2009,29634
St-Pamphile,2008,50000
St-Pamphile,2010,149985
St-Pamphile,2012,222777
St-Pamphile,2013,175261
St-Pamphile,2014,27778
St-Paul Île aux Noix,2010,95230
St-Paul's River,2012,128969
St-Paul's River,2013,175233
St-Paul's River,2015,98065
"St-Paul's River, Quebec|Rivière Saint Paul, Québec",2017,87287
"St-Paul's River, Quebec|Rivière Saint-Paul, Québec",2016,87287
St-Paul-d'Abbotsford,2012,215999
St-Paul-d'Abbotsford,2019,0
St-Paul-de-l'Île-aux-Noix,2018,46658
"St-Philippe, Quebec|St-Philippe, Québec",2017,37243
St-Pierre Jolys,2009,26350
St-Pierre-Jolys,2019,25133
"St-Pierre-Jolys, Manitoba",2017,31535
St-Prime,2019,0
St-Quentin,2018,2957
St-Raymond,2008,99933
St-Raymond,2010,99895
St-Romuald,2010,476354
St-Rédempteur,2014,90332
St-Rémi,2009,112588
St-Rémi,2010,119655
St-Rémi,2011,150522
St-Rémi,2012,142186
St-Rémi,2014,71094
St-Rémi,2016,31648
St-Sauveur,2011,141143
St-Sauveur,2014,152078
St-Simon,2018,1380
St-Sylvestre,2019,0
St-Tite,2013,54282
St-Tite,2019,0
St-malo,2019,0
St. Adolphe,2018,7362
St. Adolphe,2019,7255
St. Alban's,2018,43429
St. Alban's,2019,47894
St. Albans,2009,42500
St. Albert,2011,75000
St. Albert,2018,212282
St. Albert,2019,368806
"St. Albert, Alberta",2018,34000
St. Andrews,2018,11562
St. Andrews,2019,103200
St. Anthony,2018,96028
St. Anthony,2019,104778
St. Barbe,2018,1005
St. Barbe,2019,1368
St. Brendan's,2018,5227
St. Brendan's,2019,2674
St. Bride's,2018,10966
St. Bride's,2019,17630
St. Brieux,2018,4363
St. Brieux,2019,7356
St. Catharines,2006,1924256
St. Catharines,2007,1736562
