,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
955,235-2018-2019-Q1-00778,Winterbay Farm Inc.,Mount Stewart,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Upgrade Cow Mats, Manure Handling, Stalls, and Feeding",DFIP-PE-0517,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
956,235-2018-2019-Q1-00370,Ferme Durigolet S.E.N.C.,Sainte-Marie,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Extension for heifers,DFIP-QC-0536,43179.76,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
944,235-2018-2019-Q1-00359,Ferme des Vallons Holstein S.E.N.C.,Danville,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved animal comfort,DFIP-QC-0557,20964.5,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
957,235-2018-2019-Q1-00396,Ferme Girardin enr.,Plessisville,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved productivity,DFIP-QC-1878,30385.96,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
959,235-2018-2019-Q1-00372,"Ferme Élamarc inc.,",Saint-Charles-de-Bellechasse,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Modernization of the enterprise and improved animal comfort,DFIP-QC-2857,53766.25,11/10/16,10/31/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
960,235-2018-2019-Q1-00373,Ferme Érablienne inc.,St-Bernard,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Heifer comfort,DFIP-QC-3100,4482.38,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
961,235-2018-2019-Q1-00374,Ferme Eugène Cloutier et Fils inc.,St-Odilon,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Mixer, feeder cart and Easyline rail project",DFIP-QC-1851,50758.86,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
962,235-2018-2019-Q1-00375,Ferme F.M. Lévesque (1995) inc.,Saint-Germain,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Internal modifications,DFIP-QC-1349,6982.87,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
963,235-2018-2019-Q1-00376,Ferme Fanico inc.,Champlain,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved installations to boost productivity,DFIP-QC-2668,31987.19,11/10/16,9/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
964,235-2018-2019-Q1-00377,Ferme Faucher et Fils inc.,St-Ephrem,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,General comfort,DFIP-QC-1328,56593.44,10/11/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
965,235-2018-2019-Q1-00378,Ferme Fernand Lachance et fils inc.,St-Évariste de Forsyth,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Building improvements,DFIP-QC-0124,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
966,235-2018-2019-Q1-00379,Ferme Filiber (1976) Ltée,Matane,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Operational efficiency and animal welfare,DFIP-QC-1422,17080.04,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
967,235-2018-2019-Q1-00380,Ferme Fléole inc.,Saint-Casimir,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Cow mat, feed pusher and ventilation system",DFIP-QC-2878,59127.08,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
968,235-2018-2019-Q1-00382,Ferme Fortinoise enr.,Saint-Aubert,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Milking unit replacement project,DFIP-QC-2474,12053.03,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
969,235-2018-2019-Q1-00383,Ferme Franguinel inc.,Saint-Odilon-de-Cranbourne,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow mattress and ventillation and improved milkline,DFIP-QC-2217,12557.76,1/4/17,4/26/17,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
970,235-2018-2019-Q1-00384,Ferme Frazer inc,St-Narcisse de Beaurivage,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved barn equipment for cow comfort,DFIP-QC-1192,25482.26,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
958,235-2018-2019-Q1-00371,Ferme Duverger S.E.N.C.,Saint-Elzéar,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,RTM mixer and milking rails,DFIP-QC-0251,55988.13,11/10/16,2/28/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
971,235-2018-2019-Q1-00385,Ferme Frilod'or inc.,Saint-Victor,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved farm working efficiency and animal comfort,DFIP-QC-0175,37959.19,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
943,235-2018-2019-Q1-00358,Ferme Des Six et Associés,Bouchette,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Equipment upgrade,DFIP-QC-0105,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
941,235-2018-2019-Q1-00741,Stonybrook Farms Ltd.,Lacombe,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Small Project - Cell Counters, Cow Brushes, and Fans",DFIP-AB-0041,52650.4,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
915,235-2018-2019-Q1-00332,Ferme Caribou enr.,Terrebonne,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow comfort,DFIP-QC-2644,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
916,235-2018-2019-Q1-00333,Ferme Casgrain et Fils inc.,Rivière Ouelle,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Casgrain Mineur Farm project,DFIP-QC-2838,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
917,235-2018-2019-Q1-00334,Ferme Cayer inc.,Sainte-Croix,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Stall fittings,DFIP-QC-1196,30939.5,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
918,235-2018-2019-Q1-00335,Ferme Célijean enr.,Saint-Thuribe,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New feeding system,DFIP-QC-1872,60000,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
919,235-2018-2019-Q1-00336,Ferme Célinoise inc.,Plessisville,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved calf health and comfort,DFIP-QC-1688,21344,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
920,235-2018-2019-Q1-00337,Ferme Chalin A.L.S. inc.,Saint-Honoré-de-Shenley,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Installation of milkline, mattress, feeder and feed pusher",DFIP-QC-0653,20879.67,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
921,235-2018-2019-Q1-00338,Ferme Chatana inc.,Les Hauteurs,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robot Ranger,DFIP-QC-2425,8935,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
922,235-2018-2019-Q1-00339,Ferme Circé et fils inc.,St-Édouard,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved farm efficiency through installation of energy-saving comfort equipment,DFIP-QC-0713,27275.9,7/28/17,6/30/18,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
923,235-2018-2019-Q1-00340,Ferme Cyr et Frères inc.,Saint-Jacques de Leeds,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotized milking,DFIP-QC-1692,218549.1,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
